title,data_type,click_times,description,price,deal_times,version,product_type,category,classification,management,update_frequency,sample_time,data_size,data_form,detail_description,price_type,api_info,cur_url,new_category,category_aws
工业企业评价模型,API,81.0,贵州电网和数库（上海）联合打造，将电力大数据与工商等公开数据结合，构建适用于能源、制造等工业企业的评价模型，实现对工业企业的多维度综合评价，缓解企业融资难等问题。,1000.00元/次,0笔,v1.0,数据产品,"金融科技,智能投顾",一般数据-二级数据,聚合数据,每月更新,待完善,待完善,结构化,"  
  
由贵州电网公司和数库（上海）科技有限公司联合打造，将电力大数据与工商等公开数据结合，构建适用于能源、制造等工业企业的评价模型，实现对工业企业的多维度综合评价，缓解企业融资难等问题。

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

1000.00 元/次

每日上限

不限

","

基础信息

接口地址

https://95598.csg.cn/ucs/ma/wt/user/queryStructuredAddress

支持格式

json

请求方式

get

请求示例

https://95598.csg.cn/ucs/ma/wt/user/queryStructuredAddress?entp_id=610000000

接口备注

请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
entp_id|  是 | Number| 610000000| 数库企业ID  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
entp_r12_month_pq| Number| 企业近12月用电量  
  
返回示例

{}

系统错误码

错误码| 说明  
---|---  
400| 非法请求

",https://ditm.zjdex.com/data-service/product-details?id=1745268589833428994&displayPrice=1000.00%E5%85%83%2F%E6%AC%A1&productType=2,金融科技,Financial Services Data
ESG大数据产品,API,80.0,ESG是从环境、社会和公司治理三个维度评估企业经营的可持续性与对社会价值观念的影响。,3.00元/次,0笔,1.0,数据产品,"企业服务,运营优化",一般数据-四级数据,公共数据,每日更新,待完善,待完善,待完善,"  
  
ESG是从环境、社会和公司治理三个维度评估企业经营的可持续性与对社会价值观念的影响。“ESG大数据产品”通过包括但不限于，企业在建设、生产、经营活动中可能给环境和社会带来的危害及相关风险，包括与耗能、污染、土地、健康、安全、移民安置、生态保护、气候变化、违法违规等有关的环境与社会问题，以及治理结构、治理机制、治理效能风险等。
通过公共信用中的环境处罚、排污许可证、重点排污、危险废弃物信息、淘汰落后产能、安全处罚、职业健康、公司治理处罚等数据，为各类公司、绿色金融、ESG评级机构、咨询机构提供ESG大数据产品服务。

  

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

3.00 元/次

每日上限

不限

","

基础信息

接口地址

https://testapi.axinyong.com.cn/api/v3.1/query/company

支持格式

json

请求方式

get

请求示例

https://testapi.axinyong.com.cn/api/v3.1/query/company?appid=6b21290c72f75772563eede60217e76e&name=北京汽车制造厂有限公司青岛分公司&page=1&pagesize=10&orderid=00001

接口备注

请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
appid|  是 | String| 6b21290c72f75772563eede60217e76e| appid，联系全民信用技术获取  
name|  是 | String| 北京汽车制造厂有限公司青岛分公司| 企业法定全称  
page|  是 | Number| 1| 页码，默认为1,最大100  
pagesize|  是 | Number| 10| 条数，默认为10 ,最大为100  
orderid|  是 | String| 00001| 流水号，客户查询标识(最长32位)  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
success| Boolean| 查询状态  
code| Number| 错误代码  
message| String| 描述信息  
data| Object| 返回数据  
  
返回示例

    
    
    {
      ""success"": true,
      ""code"": 200,
      ""message"": ""交易成功"",
      ""data"": {
        ""pagination"": {
          ""total"": 1,
          ""currentCount"": 1,
          ""pageCount"": 1,
          ""currentPage"": 1,
          ""previousPage"": 1,
          ""nextPage"": 1
        },
        ""items"": {
          ""hbjg_hmd"": [],
          ""hbjg_zdpw"": [
            {
              ""name"": ""北京汽车制造厂有限公司青岛分公司"",
              ""uscCode"": ""91370285MA3RYN0U0C"",
              ""legalPerson"": """",
              ""idNumber"": """",
              ""punishmentOrgan"": ""山东省生态环境厅"",
              ""announceTime"": ""2023-04-17"",
              ""pollutionType"": """",
              ""remark"": """",
              ""dataType"": ""70"",
              ""dataKeyId"": ""4816cce9d190af35a944b34a3554063f""
            }
          ],
          ""hbjg_xlzg"": [],
          ""hbjg_xzcf"": [],
          ""ttcn_ttcn"": [],
          ""hbjg_dxxk"": [],
          ""hbjg_wfdb"": []
        }
      }
    }

  

系统错误码

错误码| 说明  
---|---  
200| 成功  
400| 非法请求  
500| 请求处理异常  
40000| 非法参数  
40010| 参数name异常  
40011| appid未配置数据维度分类

",https://ditm.zjdex.com/data-service/product-details?id=1720339214444994562&displayPrice=3.00%E5%85%83%2F%E6%AC%A1&productType=2,企业服务,"Retail, Location & Marketing Data"
全景全息中共二大会址纪念馆倾斜三维模型,数据集,80.0,1比1真实还原中共二大会址纪念馆,3000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2022-03-09至2022-03-24,5 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：5.49GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

3000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1682940257314217985&displayPrice=3000.00%E5%85%83&productType=0,城市治理,Public Sector Data
有色指数2022年度指数数据,数据集,80.0,有色指数2022年度指数数据,5000.00元,0笔,Byszs22i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

有色指数2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691628834885672961&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
有色指数2016年度指数数据,数据集,80.0,有色指数2016年度指数数据,5000.00元,0笔,Byszs16i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

有色指数2016年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691621295259328513&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
纺织指数2011年度指数数据,数据集,80.0,纺织指数2011年度指数数据,5000.00元,0笔,Bfzzs11i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

纺织指数2011年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1689516213273305089&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
稀土指数2021年度指数数据,数据集,79.0,稀土指数2021年度指数数据,5000.00元,0笔,Bxitu21i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

稀土指数2021年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691722365591560194&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
文旅景区、城市商圈的业态与网点数据,API,78.0,本数据产品旨在为用户提供一个多维度、动态更新的商业情报平台。通过跟踪业态品牌数据在时间和空间维度上的变化揭示市场趋势。,2000.00元/次,0笔,1.0,数据产品,"公共服务,社会公共服务",核心数据,社会数据,待完善,待完善,待完善,待完善,"  
  
通过定期更新的机制—全国范围（每半年更新）以及浙江省内（每季度更新），本数据产品确保了商圈业态与网点信息的实时性和准确性。同时，提供了丰富的数据字段，包括但不限于各类业态在不同的定价区间、受欢迎程度、品牌档次上的开关店比变化，使得用户能够深入分析商圈业态在不同空间粒度及关键评价指标上的分布从而为多层次、多维度的比较分析提供了数据基础。  
业态变化追踪功能允许用户通过对比相邻时间段的数据变化，洞察市场发展趋势和消费者偏好的演变。  
商圈时空数据的动态跟踪帮助用户识别行业发展的新趋势和区域市场的潜在差异，为市场研究、战略规划、品牌布局和投资决策提供了数据支持。

简要介绍：  
提供全国店铺以及浙江省每季度更新的详细数据，包括位置、业态分类和品牌等信息。数据动态更新，支持业态变化分析。  
使用建议：  
①市场研究：利用开关店比等动态更新的数据洞察各类业态扩张收缩态势分析市场趋势，为商业战略提供依据。  
②区域规划：通过业态数据在不同空间粒度上的分布规律辅助政府或开发商进行区域规划和商圈布局优化。  
③品牌分析：基于自身店铺及竞争对手在不同区域的分布情况和关键指标的对比分析，优化自身品牌的市场定位  
④投资决策：为投资者提供行业趋势分析和区域发展潜力评估，辅助投资决策。

收费方式：  
①全国城市-半年更新：  
基础包：全国范围城市，半年更新，每次调用一个城市起始价2000元。  
增值包（浙江省内城市除外）：包含店铺新开、关闭、保留状态标签，和临近半年分业态开关比统计每次调用一个起始价3000元。  
③浙江省内城市-季度更新：  
基础包：仅限浙江省内城市季度更新，基础+高级字段，包含状态标签，每次调用一个起始价2000元。  
增值包：仅限浙江省内城市，包含店铺新开、关闭、保留状态标签，和邻近每个季度分业态开关比统计每次调用一个起始价3000元。

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

2000.00 元/次

每日上限

不限

","

基础信息

接口地址

https://szhsq.zj.gov.cn/magic/xijindu/yetai/fenbu/leixing

支持格式

json

请求方式

get

请求示例

https://szhsq.zj.gov.cn/magic/xijindu/yetai/fenbu/leixing?quarter=格式：yyyy年Qx
样例：2023年Q4&category=参考选项：购物、美食、丽人、亲子等等 样例：购物

接口备注

暂无

请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
quarter|  是 | String| 格式：yyyy年Qx 样例：2023年Q4| 格式：yyyy年Qx 样例：2023年Q4  
category|  否 | String| 参考选项：购物、美食、丽人、亲子等等 样例：购物| 参考选项：购物、美食、丽人、亲子等等 样例：购物  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
name| String| 购物类型  
brand_count| String| 品牌数量  
brand_shop_count| String| brand_shop_count  
shop_count| String| 店铺数量  
  
返回示例

示例代码：

{

   ""msg"": ""success"",

   ""data"": [

       {

           ""brand_count"": 96,

           ""brand_shop_count"": 103,

           ""shop_count"": 196,

           ""name"": ""购物""

       },

       {

           ""brand_count"": 91,

           ""brand_shop_count"": 105,

           ""shop_count"": 298,

           ""name"": ""美食""

       },

       {

           ""brand_count"": 18,

           ""brand_shop_count"": 21,

           ""shop_count"": 127,

           ""name"": ""丽人""

       },

       {

           ""brand_count"": 11,

           ""brand_shop_count"": 11,

           ""shop_count"": 30,

           ""name"": ""亲子""

       },

       {

           ""brand_count"": 9,

           ""brand_shop_count"": 11,

           ""shop_count"": 40,

           ""name"": ""生活服务""

       },

       {

           ""brand_count"": 9,

           ""brand_shop_count"": 11,

           ""shop_count"": 27,

           ""name"": ""结婚""

       },

       {

           ""brand_count"": 4,

           ""brand_shop_count"": 5,

           ""shop_count"": 49,

           ""name"": ""休闲娱乐""

       },

       {

           ""brand_count"": 4,

           ""brand_shop_count"": 6,

           ""shop_count"": 6,

           ""name"": ""金融服务""

       },

       {

           ""brand_count"": 2,

           ""brand_shop_count"": 2,

           ""shop_count"": 24,

           ""name"": ""学习培训""

       },

       {

           ""brand_count"": 2,

           ""brand_shop_count"": 2,

           ""shop_count"": 7,

           ""name"": ""医疗健康""

       },

       {

           ""brand_count"": 1,

           ""brand_shop_count"": 1,

           ""shop_count"": 11,

           ""name"": ""运动健身""

       },

       {

           ""brand_count"": 1,

           ""brand_shop_count"": 1,

           ""shop_count"": 16,

           ""name"": ""养车/用车""

       },

       {

           ""brand_count"": 1,

           ""brand_shop_count"": 1,

           ""shop_count"": 5,

           ""name"": ""家居""

       },

       {

           ""brand_count"": 1,

           ""brand_shop_count"": 1,

           ""shop_count"": 2,

           ""name"": ""电影演出赛事""

       },

       {

           ""brand_count"": 0,

           ""brand_shop_count"": 0,

           ""shop_count"": 11,

           ""name"": ""景点/周边游""

       },

       {

           ""brand_count"": 0,

           ""brand_shop_count"": 0,

           ""shop_count"": 2,

           ""name"": ""宠物""

       },

       {

           ""brand_count"": 0,

           ""brand_shop_count"": 0,

           ""shop_count"": 2,

           ""name"": ""K歌""

       },

       {

           ""brand_count"": 0,

           ""brand_shop_count"": 0,

           ""shop_count"": 4,

           ""name"": ""酒吧""

       },

       {

           ""brand_count"": 0,

           ""brand_shop_count"": 0,

           ""shop_count"": 2,

           ""name"": ""酒店""

       }

   ],

   ""zone"": ""330100000000"",

   ""time"": ""2024-03-08T10:45:32.311066388"",

   ""status"": 1

  

系统错误码

错误码| 说明  
---|---  
res| 400

",https://ditm.zjdex.com/data-service/product-details?id=1765953663197192193&displayPrice=2000.00%E5%85%83%2F%E6%AC%A1&productType=2,公共服务,Public Sector Data
全景全息上海马勒别墅倾斜三维模型,数据集,78.0,1比1真实还原上海马勒别墅,8000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2022-03-09至2022-03-24,12 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：12.04GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

8000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1682921273240002561&displayPrice=8000.00%E5%85%83&productType=0,城市治理,Public Sector Data
苯乙烯2021年度产业链行情数据,数据集,78.0,苯乙烯2021年度产业链行情数据,5000.00元,0笔,C35821p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

苯乙烯2021年度产业链行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692376908796993538&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
黄金2022年度指数数据,数据集,78.0,黄金2022年度指数数据,1000.00元,0笔,P551_2022i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

黄金2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

1000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1694969632356245506&displayPrice=1000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
能源指数2019年度指数数据,数据集,78.0,能源指数2019年度指数数据,5000.00元,0笔,Bnyzs19i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

能源指数2019年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691379791995543553&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
全景全息上海新华路外国弄堂倾斜三维模型,数据集,77.0,1比1真实还原上海新华路外国弄堂,3000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2022-03-09至2022-03-24,14 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：13.64GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

3000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1682925218947604482&displayPrice=3000.00%E5%85%83&productType=0,城市治理,Public Sector Data
全景全息上海上生新所倾斜三维模型,数据集,77.0,1比1真实还原上海上生新所,3000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2022-03-09至2022-03-24,4 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：3.57GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

3000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1682928177701920770&displayPrice=3000.00%E5%85%83&productType=0,城市治理,Public Sector Data
稀土指数2017年度指数数据,数据集,77.0,稀土指数2017年度指数数据,5000.00元,0笔,Bxitu17i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

稀土指数2017年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691720119394967553&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
BPI2013年度指数数据,数据集,77.0,BPI2013年度指数数据,5000.00元,0笔,BPI2013i,数据,"工业制造,产业咨询",重要数据,社会数据,待完善,待完善,待完善,待完善,"

BPI2013年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1689165406849933313&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氯碱指数2016年度指数数据,数据集,77.0,氯碱指数2016年度指数数据,5000.00元,0笔,Bljcy16i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氯碱指数2016年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692010744673673218&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
PTA2018年度指数数据,数据集,77.0,PTA2018年度指数数据,1000.00元,0笔,P356_2018i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

PTA2018年度指数数据

","

计费方式

计费方式

一口价

售价(元)

1000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1689530924953968642&displayPrice=1000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
涤纶短纤2022年度行情数据,数据集,77.0,涤纶短纤2022年度行情数据,1000.00元,0笔,P976_2022p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

涤纶短纤2022年度行情数据

","

计费方式

计费方式

一口价

售价(元)

1000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1694238687349121025&displayPrice=1000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氢氧化锂2022年度指数数据,数据集,77.0,氢氧化锂2022年度指数数据,1000.00元,0笔,P1239_22i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氢氧化锂2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

1000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1703690671814811649&displayPrice=1000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
企业用电量波动分析,API,77.0,企业在指定时间段内的峰、平、谷月平均电量情况/总平均用电量等，用于分析企业用电量波动情况,1000.00元/次,0笔,v1.0,数据产品,"金融科技,信用评估",一般数据-二级数据,公共数据,每月更新,待完善,待完善,结构化,"  
  
企业在指定时间段内的峰、平、谷月平均电量情况/总平均用电量等，用于分析企业用电量波动情况

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

1000.00 元/次

每日上限

不限

","

基础信息

接口地址

https://95598.csg.cn/ucs/ma/wt/user/queryStructuredAddress

支持格式

json

请求方式

post

请求示例

https://95598.csg.cn/ucs/ma/wt/user/queryStructuredAddress

接口备注

请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
tyxydm|  是 | String| 610000000|  统一信用代码  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
dl_f_max_b3_mon| String| 前3月最大峰电量  
  
返回示例

{}

系统错误码

错误码| 说明  
---|---  
400| 非法请求

",https://ditm.zjdex.com/data-service/product-details?id=1745285341967491073&displayPrice=1000.00%E5%85%83%2F%E6%AC%A1&productType=2,金融科技,Financial Services Data
新兴行业用电量分析,API,76.0,对新兴行业（信息传输、软件、信息技术、高端装备、新能源新材料）进行用电量分析，以便了解新兴行业用电趋势，从而反映新兴行业潜力情况,1000.00元/次,0笔,v1.0,数据产品,"工业制造,工业互联网",一般数据-二级数据,公共数据,每月更新,待完善,待完善,结构化,"  
  
对新兴行业（信息传输、软件、信息技术、高端装备、新能源新材料）进行用电量分析，提供数据为：1.每月指定行业平均用电量。2.指定行业月度平均用电量较3/6/9/12/24个月以来单月用电量环比变化。3.指定行业月度平均用电量较3/6/9/12/24个月以来单月用电量同比变化。以便了解新兴行业用电趋势，从而反映新兴行业潜力情况。

价格面议，支持定制化。

","

计费方式

计费方式

计费方式

按量计费

计费条件

查得计费

售价(元)

1000.00 元/次

每日上限

不限

","

基础信息

接口地址

http://95598.csg.cn/ucs/ma/wt/user/queryStructuredAddress

支持格式

json

请求方式

post

请求示例

http://95598.csg.cn/ucs/ma/wt/user/queryStructuredAddress

接口备注

请求参数

字段| 必填| 数据类型| 示例值| 说明  
---|---|---|---|---  
hlfldm|  是 | Number| 06| 行业分类代码  
  
返回参数说明

字段| 数据类型| 说明  
---|---|---  
hyzdl_r1m| String| 行业总电量_近1月  
  
返回示例

{}

系统错误码

错误码| 说明  
---|---  
400| 非法请求

",https://ditm.zjdex.com/data-service/product-details?id=1745282805323735041&displayPrice=1000.00%E5%85%83%2F%E6%AC%A1&productType=2,工业制造,Manufacturing Data
全景全息常州钱资湖倾斜三维模型,数据集,76.0,1比1真实还原常州钱资湖,200000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2020-07-03至2020-07-15,157 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机对钱资湖按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 1.5cm ，飞行高度高于建模目标不超过30m
，无人机为大疆m600pro和大疆精灵4rtk，内业处理软件为photoshop、ContextCapture。
从2020-7月3日到2020-7月15日进行外业拍摄，2020-7-18到2020-9-16为内业数据处理，数据总量为：157GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

200000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1678375007235547137&displayPrice=200000.00%E5%85%83&productType=0,城市治理,Public Sector Data
全景全息井冈山倾斜三维模型,数据集,76.0,1比1真实还原井冈山局部地貌,300000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2020-12-03至2020-12-18,45 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机对井冈山按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 1.5cm ，飞行高度高于建模目标不超过30m
，无人机为大疆m600pro和大疆精灵4rtk，内业处理软件为photoshop、ContextCapture。
从2020-12月3日到2020-12月18日进行外业拍摄，2020-12-23到2021-2-5为内业数据处理，数据总量为：44.95GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

300000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1678736153847209986&displayPrice=300000.00%E5%85%83&productType=0,城市治理,Public Sector Data
全景全息青海湖倾斜三维模型,数据集,76.0,1比1真实还原青海湖局部地貌,100000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2020-09-03至2020-09-05,71 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机对钱资湖按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 1.5cm ，飞行高度高于建模目标不超过30m
，无人机为大疆m600pro和大疆精灵4rtk，内业处理软件为photoshop、ContextCapture。
从2020-9月3日到2020-9月5日进行外业拍摄，2020-9-18到2020-9-30为内业数据处理，数据总量为：70.61GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

100000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1678740797596049409&displayPrice=100000.00%E5%85%83&productType=0,城市治理,Public Sector Data
氟化工指数2019年度指数数据,数据集,76.0,氟化工指数2019年度指数数据,5000.00元,0笔,Bfhg19i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2019年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691998016286433282&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
木浆2022年度指数数据,数据集,76.0,木浆2022年度指数数据,1000.00元,0笔,P1053_22i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

木浆2022年度指数数据

","

计费方式

计费方式

一口价

售价(元)

1000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1701491704662269953&displayPrice=1000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
氟化工指数2021年度行情数据,数据集,76.0,氟化工指数2021年度行情数据,5000.00元,0笔,Bfhg21p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

氟化工指数2021年度行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691998659482951681&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
稀土指数2022年度行情数据,数据集,76.0,稀土指数2022年度行情数据,5000.00元,0笔,Bxitu22p,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

稀土指数2022年度行情数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1691722548110893058&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
全景全息上海涌泉坊倾斜三维模型,数据集,76.0,1比1真实还原上海涌泉坊,3000.00元,0笔,V1.0,数据产品,"城市治理,未来社区",重要数据,公共数据,不定时更新,2022-03-09至2022-03-24,11 GB,非结构化,"

创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率 ＜ 15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：11.32GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。

","

计费方式

计费方式

一口价

售价(元)

3000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1682936363540488193&displayPrice=3000.00%E5%85%83&productType=0,城市治理,Public Sector Data
甲醇产业指数2015年度指数数据,数据集,76.0,甲醇产业指数2015年度指数数据,5000.00元,0笔,Bjccy15i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

甲醇产业指数2015年度指数数据

","

计费方式

计费方式

一口价

售价(元)

5000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1692003051955232770&displayPrice=5000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
铁矿石2021年度指数数据,数据集,76.0,铁矿石2021年度指数数据,1000.00元,0笔,P961_2021i,数据,"工业制造,产业咨询",一般数据-一级数据,社会数据,待完善,待完善,待完善,待完善,"

铁矿石2021年度指数数据

","

计费方式

计费方式

一口价

售价(元)

1000.00

",,https://ditm.zjdex.com/data-service/product-details?id=1699684857055748097&displayPrice=1000.00%E5%85%83&productType=0,工业制造,Manufacturing Data
