title,provider,description,update_frequency,coverage,dimension,url,category,category_aws,platform,currency,price_mode,price,volume,size,data_sample
医疗器械经销商库,广州众成大数据科技有限公司,医疗器械经销商数据，可以根据所在省份区域、业务区域进行检索,weekly,CN,49.0,https://nidts.chinadep.com/ep-hall/spec?id=4419,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,4718592.0,
医疗器械厂家库,广州众成大数据科技有限公司,医疗器械厂家数据，可以根据产品分类、省份区域检索,weekly,CN,36.0,https://nidts.chinadep.com/ep-hall/spec?id=4418,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,7444889.6,
地方限价数据库,广州众成大数据科技有限公司,地方限价库含公共资源交易中心发布的医用耗材挂网价格信息；记录产品名称、挂网限价、注册证编号等内容,weekly,CN,49.0,https://nidts.chinadep.com/ep-hall/spec?id=4417,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,46829404.16,
动物实验机构库,广州众成大数据科技有限公司,动物实验机构含中国实验动物信息网发布的试验动物许可资质信息；记录机构名称、许可证号、适用范围等内容,weekly,CN,58.0,https://nidts.chinadep.com/ep-hall/spec?id=4416,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,2642411.52,
医疗器械产品库,广州众成大数据科技有限公司,医疗器械产品数据，可以根据产品分类、设备品牌、目标科室检索,weekly,CN,46.0,https://nidts.chinadep.com/ep-hall/spec?id=4414,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,41009807.36,
国标ICD-10分类对照,广州众成大数据科技有限公司,国标ICD-10分类对照，包含国标2016版疾病分类与代码数据,weekly,CN,46.0,https://nidts.chinadep.com/ep-hall/spec?id=4413,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1017118.72,
临床试验机构库,广州众成大数据科技有限公司,临床试验机构含药监局发布的医疗机构的临床试验资质；记录机构名称、备案号、专业等内容,weekly,CN,56.0,https://nidts.chinadep.com/ep-hall/spec?id=4412,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1593835.52,
生产企业,广州众成大数据科技有限公司,生产企业库含药监局的二、三类许可与一类备案证信息，记录企业名称、生产证书编号、生产范围等内容,weekly,CN,66.0,https://nidts.chinadep.com/ep-hall/spec?id=4411,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,29444014.08,
医用耗材集中采购,广州众成大数据科技有限公司,医用耗材集中采购库含公共资源交易中心发布的医用耗材集中采购信息；记录产品名称、注册证号、中选价格等内容,weekly,CN,76.0,https://nidts.chinadep.com/ep-hall/spec?id=4410,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,4172042731.52,
委托生产备案库,广州众成大数据科技有限公司,委托生产备案含药监局发布的委托其他生产企业生产的医疗器械信息；记录产品名称、注册证编号、委托方企业名称、受托方企业名称等内容,weekly,CN,72.0,https://nidts.chinadep.com/ep-hall/spec?id=4409,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1781509652.48,
产品召回-美国,广州众成大数据科技有限公司,美国FDA-召回含FDA召回行动的信息；记录召回编号、召回级别、召回原因及召回行动等内容,weekly,CN,92.0,https://nidts.chinadep.com/ep-hall/spec?id=4408,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,10737418240.0,
欧盟产品信息库,广州众成大数据科技有限公司,欧盟EC含欧盟发布的产品注册信息；记录udi-di(产品识别码)、Basic UDI-DI/ EUDAMED DI(产品型号识别码)等内容,weekly,CN,84.0,https://nidts.chinadep.com/ep-hall/spec?id=4407,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,4886364.16,
融资事件,广州众成大数据科技有限公司,投融资事件来自企查查、天眼查、烯牛数据的平台的融资事件，记录企业名称、融资轮次、融资金额、投资机构等内容,weekly,CN,36.0,https://nidts.chinadep.com/ep-hall/spec?id=4406,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,5389680.64,
中国临床指南库,广州众成大数据科技有限公司,记录知网中临床指南、专家共识、指南解读的详情页内容，如标题、作者、单位、摘要等信息,weekly,CN,130.0,https://nidts.chinadep.com/ep-hall/spec?id=4405,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,105549660.16,
中美产品分类对照,广州众成大数据科技有限公司,中美产品分类关联数据，包含中国产品与美国产品信息,weekly,CN,93.0,https://nidts.chinadep.com/ep-hall/spec?id=4403,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,317718528.0,
医疗机构库,广州众成大数据科技有限公司,医疗机构含卫健委、医保局和医院官网等发布的医院和定点基层医疗机构信息；记录医疗机构名称、医院等级、医院类型等内容,weekly,CN,65.0,https://nidts.chinadep.com/ep-hall/spec?id=4402,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,67717038.08,
企业上市信息库,广州众成大数据科技有限公司,企业上市信息含Choice的企业上市信息和财务数据，记录企业名称、上市板块、上市日期等内容,weekly,CN,48.0,https://nidts.chinadep.com/ep-hall/spec?id=4401,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,12519997.44,
检测机构库,广州众成大数据科技有限公司,检验检测机构含市场监督管理局发布的检测机构的CMA和CNAS证书资质；记录机构名称、证书编号、检测范围等内容,weekly,CN,69.0,https://nidts.chinadep.com/ep-hall/spec?id=4400,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,62914.56,
国抽和省抽数据库,广州众成大数据科技有限公司,国家及各省抽检信息含国家及各省药监局发布的医疗器械企业（生产/经营）产品抽检信息；记录被抽查单位、生产企业、产品名称、检验结果等内容,weekly,CN,60.0,https://nidts.chinadep.com/ep-hall/spec?id=4399,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,65011712.0,
招标单位,广州众成大数据科技有限公司,医疗器械招标单位数据，可以根据所在地区、招标业务类型进行检索,weekly,CN,50.0,https://nidts.chinadep.com/ep-hall/spec?id=4398,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,83036733.44,
产品召回-澳大利亚,广州众成大数据科技有限公司,澳大利亚TGA-召回含TGA召回行动的信息；记录召回编号、日期、类型、渠道、指示等内容。,weekly,CN,26.0,https://nidts.chinadep.com/ep-hall/spec?id=4396,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1740636.16,
医保医用耗材分类与代码库,广州众成大数据科技有限公司,医保医用耗材分类与代码含医保局发布的医用耗材在医保目录内的分类信息；记录注册证编号、产品名称、医用耗材代码等内容,weekly,CN,48.0,https://nidts.chinadep.com/ep-hall/spec?id=4395,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,220200.96,
UDI数据,广州众成大数据科技有限公司,UDI数据库含药监局发布的医疗器械唯一标识信息；记录最小销售单元产品标识、主键编号、版本号、产品名称、版本的发布时间等内容,weekly,CN,59.0,https://nidts.chinadep.com/ep-hall/spec?id=4394,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,7277117.44,
医械行业标讯数据,广州众成大数据科技有限公司,医疗器械行业采购意向、招标公告、中标公告等信息,daily,CN,48.0,https://nidts.chinadep.com/ep-hall/spec?id=4393,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,10737418240.0,
中国海关数据库,广州众成大数据科技有限公司,中国海关数据含海关总署发布的医疗器械进出口金额信息；记录商品编码、商品名称、金额等内容,weekly,CN,66.0,https://nidts.chinadep.com/ep-hall/spec?id=4392,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,36784046.08,
MDBIDS医械招采数据平台,广州众成大数据科技有限公司,MDBIDS，是医疗器械行业精准标讯的商机挖掘工具，基于整合全国政府采购平台及医院溯源招投标信息，提供精准、专业、及时的行业标讯及线索信息，并依托NLP算法识别及人工清洗、归一等结构化数据提供业主单位、渠道企业、市场透视等分析功能。,daily,CN,1421.0,https://nidts.chinadep.com/ep-hall/spec?id=4390,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,42949672960.0,
MDCER临床评价数据支持系统,广州众成大数据科技有限公司,MDCER是面向医疗器械同品种临床评价的医学写作工具，通过整合、设计临床评价所需的数据和工具，将同品种临床评价写作全流程数字化、标准化，大幅提升同品种临床评价报告撰写效率。,daily,CN,520.0,https://nidts.chinadep.com/ep-hall/spec?id=4389,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
MDAES海外不良事件大数据监测分析平台,广州众成大数据科技有限公司,MDAES是基于大数据技术和聚合检索，汇聚美国 、澳大利亚、日本等海外主要国家的医疗器械不良事件的数据系统。,daily,CN,234.0,https://nidts.chinadep.com/ep-hall/spec?id=4391,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,10737418240.0,
MDRADAR探标雷达,广州众成大数据科技有限公司,MDRADAR是面向医疗器械厂家招采线索挖掘及商机提醒管理工具，旨在通过NLP等AI手段从新建医院、招采动态、市场分析、甲方分析、商机提醒等功能，助力厂家实现市场线索挖掘提升和市场商机动态掌握。,daily,CN,906.0,https://nidts.chinadep.com/ep-hall/spec?id=4388,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
MDCLOUD医械数据云-临床研发,广州众成大数据科技有限公司,临床研发细分领域包含中国产品、海外产品、临床资源、法规标准、临床文献、流行病学、不良事件、产品召回、数据应用九个版块，搭建临床研发公域数据体系，为研发企业、科研机构、医疗机构等提供从研发、到临床、到注册全流程的数据支持。基于新产品动态、赛道分析、进口替代等专业深度视角研发情报。,daily,CN,985.0,https://nidts.chinadep.com/ep-hall/spec?id=4387,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
MDCLOUD医械数据云-销售拓客,广州众成大数据科技有限公司,销售拓客包含销售线索、销售分析、销售监测三个版块，帮助企业销售部门、经销商快速掌握市场和客情动态，针对销售线索、销售渠道及销售选品进行追踪和监控。,daily,CN,390.0,https://nidts.chinadep.com/ep-hall/spec?id=4386,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
MDCLOUD医械数据云-数据库,广州众成大数据科技有限公司,数据库包含产品信息、行业企业、服务机构、标准法规、行业资源、市场数据、市场监管、知识产权、产业宏观、热门专题十个版块，涵盖整个医械行业数据，对数据进行分类归整以及实时更新。数据库作为高效便捷的查询工具，为医械行业从业人员提供生产企业、创新审批产品、委托生产备案数据查询以及行业协会等相关资讯数据。,daily,CN,2108.0,https://nidts.chinadep.com/ep-hall/spec?id=4383,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
MDCLOUD医械数据云-市场洞察,广州众成大数据科技有限公司,市场洞察包含市场数据、市场洞察、分析工具三个版块，可为企业市场部门、战略部门深度洞察全球行业市场格局，挖掘细分品种、经销商、采购单位、价格区间等市场机遇，及时掌握最新市场数据、分析市场趋势。,daily,CN,2108.0,https://nidts.chinadep.com/ep-hall/spec?id=4384,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
MDCLOUD医械数据云-资本透视,广州众成大数据科技有限公司,资本透视可为医疗器械行业相关的投资机构、金融机构以及产业资本的投资分析、投资机会和投资决策提供专业数据及数据应用服务。一方面提供覆盖医疗器械全产业链企业的深度分析，同时提供标准赛道和特色赛道且提供四级赛道分类，以及包含进口替代、产品和企业分析和独具专业深度的市场排名分析模型和价格区间分析模型。,daily,CN,2108.0,https://nidts.chinadep.com/ep-hall/spec?id=4385,综合,Healthcare & Life Sciences Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,32212254720.0,
企业经营之票税财关联分析,浙江亿企兆睿数字科技有限公司,通过对企业进销项发票、税务信息（包括企业基本信息、税务申报信息、缴税信息、纳税信用信息、违法违章、欠税等）、财务报表等信息进行智能化的统计计算和深度挖掘，面向风险评估等关键场景提供服务，及时输出深度的企业经营数据，帮助客户洞察企业经营情况。,monthly,CN,290.0,https://nidts.chinadep.com/ep-hall/spec?id=4378,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,104857600.0,
岚图追光—智驾Cornercase数据,岚图汽车科技有限公司,通过在智能驾驶车端预置触发器埋点，采集特定场景下如进出隧道、NOA异常退出等车辆数据，包括摄像头、雷达、超声波、行泊车路径规划、智驾功能状态、融合信息以及定位信息等数据内容。客户可以根据需求获取相关数据，进行模型的迭代优化以及功能能故障问题的分析,daily,CN,600.0,https://nidts.chinadep.com/ep-hall/spec?id=4350,先进制造,Manufacturing Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,21990232555520.0,
深度承法产业图谱-企业关系分布概况视图,深度（山东）数字科技集团有限公司,深度承法产业图谱-企业关系分布概况视图产品的核心价值是提供给政府分析某地区产业链企业的分布情况，为后续进行产业规划使用，在银行层面，该产品主要用于银行分析该地区的产业发展情况，为后续信贷政策、信贷资金倾斜某产业和行业提供决策依据。,monthly,CN,300.0,https://nidts.chinadep.com/ep-hall/spec?id=4349,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,3145728000.0,
WIN操作系统不同时段流量与运维大数据,上海四卜格网络科技有限公司,该产品是一种专门针对Windows操作系统网络流量和运维监控的大数据解决方案。该产品通过采集、整合和分析Windows操作系统的网络流量数据，并结合运维监控数据，为系统管理员和运维团队提供洞察和决策支持，管理员和运维团队可以更好地了解Windows操作系统的网络流量分布和运维情况，做出明智的决策，识别问题并及时解决。产品也能为网络安全和资源规划提供有价值的洞察与建议，提升整体系统的稳定性和性能。,no-update,CN,20.0,https://nidts.chinadep.com/ep-hall/spec?id=4348,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,4294967296.0,
数据中心实际耗能与温湿度大数据,上海四卜格网络科技有限公司,数据中心实际耗能与温湿度大数据产品是一种专门针对数据中心能源管理和环境监控的大数据解决方案。该产品通过采集、整合和分析实时的数据中心耗能和温湿度等相关数据，为数据中心提供洞察和决策支持。 通过使用数据中心实际耗能与温湿度大数据产品，数据中心管理团队能够更好地监控和管理数据中心的能源消耗和环境参数，实时评估数据中心的运行状态，优化能源利用效率，降低能耗成本，并有效地规避潜在的风险。,no-update,CN,15.0,https://nidts.chinadep.com/ep-hall/spec?id=4344,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,10737418240.0,
黄金交易数据中心运维大数据,上海四卜格网络科技有限公司,黄金交易运维大数据是一种利用大数据技术和分析方法对黄金交易设备的运维数据进行综合管理和分析的产品。该产品主要通过收集、整理和分析黄金交易设备的各类数据，包括设备故障、运行状态、维修记录等信息，提供全面的设备运维管理和决策支持。利用大数据技术和分析方法，通过对黄金交易期间运维数据的收集、整理、统计和分析，为用户提供全面的设备运维管理和决策支持、降低故障风险，提升设备运行效率和可靠性。,no-update,CN,30.0,https://nidts.chinadep.com/ep-hall/spec?id=4343,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,85899345920.0,
Linux操作系统运维决策大数据,上海四卜格网络科技有限公司,Linux操作系统运维决策大数据产品是一种专门为Linux操作系统的运维团队开发的大数据解决方案。该产品通过收集、整合和分析大量的Linux操作系统相关数据，为运维团队提供洞察和决策支持。使用Linux操作系统运维决策大数据产品，运维团队可以更好地监控和优化Linux操作系统的性能，并及时发现并解决潜在的问题。产品也能为安全风险评估和资源规划提供有价值的洞察与建议，提升整体系统的稳定性和安全性。,no-update,CN,30.0,https://nidts.chinadep.com/ep-hall/spec?id=4341,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,2147483648.0,
数据中心黄金交易专线中断原因与运维决策,上海四卜格网络科技有限公司,该产品是一种专门针对数据中心黄金交易专线中断情况的大数据解决方案。该产品通过收集、整合和分析大量的数据中心网络和设备状态数据，为黄金交易运维团队提供洞察和决策支持。 可以帮助运维团队更好地监控和诊断黄金交易专线的中断情况，及时采取措施恢复服务，优化专线的稳定性和性能，确保黄金交易的顺利进行。产品也能为运维团队提供重要的决策支持，降低故障发生的风险，提升运维效率。,no-update,CN,30.0,https://nidts.chinadep.com/ep-hall/spec?id=4335,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,2147483648.0,
制造业设备运行统计,上海九物互联网科技有限公司,通过行业、区域、设备类型，进行数据采集获取设备运行数据监测设备实时运行数据，设备运行状态和运行效率的统计数据。,daily,CN,23.0,https://nidts.chinadep.com/ep-hall/spec?id=4330,先进制造,Manufacturing Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,419430400.0,
制造业能耗监控,上海九物互联网科技有限公司,通过行业、区域、设备类型，进行数据采集获取设备运行能耗数据。设备尖峰平谷不同时段的能耗数据和能耗汇总数据。,daily,CN,23.0,https://nidts.chinadep.com/ep-hall/spec?id=4331,先进制造,Manufacturing Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,419430400.0,
全国地区支付数据,广东通莞科技股份有限公司,产品内容覆盖从自有聚合支付系统中采集获取全国范围内192个城市地区的支付数据。可查询到指定省份、城市、区及经纬度范围内所铺设商家的实时支付金额、结算次数等支付信息。,monthly,CN,50.0,https://nidts.chinadep.com/ep-hall/spec?id=4328,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,17825792.0,
企业全景画像数据,网智天元科技集团股份有限公司,企业全景画像数据产品是一种通过收集和分析大量企业相关数据，为金融机构提供对企业全貌和细节的深入了解的产品，数据产品包含企业名称、企业注册成立时间、企业经营范围、企业评分以及股票相关信息。,weekly,CN,31.0,https://nidts.chinadep.com/ep-hall/spec?id=4326,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,96636764160.0,
企业声誉风险数据,网智天元科技集团股份有限公司,企业声誉风险数据用于帮助金融机构监测、评估和管理，企业的声誉风险数据结合了大数据分析、文本挖掘、机器学习和人工智能等技术，通过全媒体平台信息监测能够全面而准确洞察企业声誉风险信息。,hourly,CN,21.0,https://nidts.chinadep.com/ep-hall/spec?id=4325,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,214748364800.0,
投资风险综合态势,网智天元科技集团股份有限公司,投资风险综合态势数据产品是指对投资领域企业的数据和相关信息整合，包含金融监管机构、保险监管机构、政府机构、媒体等多维度数据，通过数据可帮助投资者更全面了解投资企业经营情况，评估其是否存在经营风险，让投资者能够做出相应的投资决策，降低投资风险。,real-time,CN,19.0,https://nidts.chinadep.com/ep-hall/spec?id=4324,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,107374182400.0,
对公全域风险预警,网智天元科技集团股份有限公司,对公全域风险预警数据通过对企业相关风险数据进行监测与分析所收集的信息，旨在及时发现企业运营中风险事件或潜在风险，帮助金融机构提前发现风险、强化风险管理、优化决策定制，降低潜在损失，增强金融机构抗风险能力和可持续发展能力。,weekly,CN,33.0,https://nidts.chinadep.com/ep-hall/spec?id=4322,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,118111600640.0,
区域产业链,网智天元科技集团股份有限公司,网智天元企业区域产业链数据集以产业链为主题，提供全国各省27类产业的产业链图谱，产业链榜单、产业链政策、产业招投标信息、产业园区信息以及查看企业具体工商信息等全景多维度图谱数据信息。,daily,CN,76.0,https://nidts.chinadep.com/ep-hall/spec?id=4321,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,239444426752.0,
湖泊藻类数据,江苏平陵环境能源科技有限公司,提供流域全面藻类数据，包括总浓度、剖面蓝藻、剖面绿藻、剖面硅甲藻、剖面隐藻、黄色物质、剖面溶解氧等21项监测指标。提供精准可靠的环境数据，支持农业、水资源管理、水产养殖等领域的决策。产品以高度自动化、实时性和准确性为核心价值，适用于农田水产、生态价值评估、环境科研、水质监测等多个应用场景。,no-update,CN,24.0,https://nidts.chinadep.com/ep-hall/spec?id=4308,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,16986931.2,
教科书级问答语料,云南传思科技有限公司,高质量的提问和回答对应文本语料。分文科、理工科、医学、综合四个类别，包含金融、医疗、法律、电力、工业、机械、维修、生活、百科等20余个专业领域的知识问答语料。包括知识性一问一答数据和场景性连续多轮问答数据等形式。可直接用于人工智能自然语言处理的研发和应用、大语言模型研发的训练、AIGC应用的训练，也可以用作高校教学及研究的问答知识库、高校各专业领域的知识图谱、大数据的教育教学及研究等。,no-update,CN,4.0,https://nidts.chinadep.com/ep-hall/spec?id=4319,综合,Media & Entertainment Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,524288000.0,
彩钢板房智能解译与底账数据采集,北京数慧时空信息技术有限公司,用户指定区域、指定时间的彩钢板房智能解译及底账数据统计,monthly,"AW,AF,AO,AI,AX,AL,AD,AE,AR,AM,AS,AQ,TF,AG,AU,AT,AZ,BI,BE,BJ,BQ,BF,BD,BG,BH,BS,BA,BL,BY,BZ,BM,BO,BR,BB,BN,BT,BV,BW,CF,CA,CC,CH,CL,CN,CI,CM,CD,CG,CK,CO,KM,CV,CR,CU,CW,CX,KY,CY,CZ,DE,DJ,DM,DK,DO,DZ,EC,EG,ER,EH,ES,EE,ET,FI,FJ,FK,FR,FO,FM,GA,GB,GE,GG,GH,GI,GN,GP,GM,GW,GQ,GR,GD,GL,GT,GF,GU,GY,HK,HM,HN,HR,HT,HU,ID,IM,IN,IO,IE,IR,IQ,IS,IL,IT,JM,JE,JO,JP,KZ,KE,KG,KH,KI,KN,KR,KW,LA,LB,LR,LY,LC,LI,LK,LS,LT,LU,LV,MO,MF,MA,MC,MD,MG,MV,MX,MH,MK,ML,MT,MM,ME,MN,MP,MZ,MR,MS,MQ,MU,MW,MY,YT,NA,NC,NE,NF,NG,NI,NU,NL,NO,NP,NR,NZ,OM,PK,PA,PN,PE,PH,PW,PG,PL,PR,KP,PT,PY,PS,PF,QA,RE,RO,RU,RW,SA,SD,SN,SG,GS,SH,SJ,SB,SL,SV,SM,SO,PM,RS,SS,ST,SR,SK,SI,SE,SZ,SX,SC,SY,TC,TD,TG,TH,TJ,TK,TM,TL,TO,TT,TN,TR,TV,TW,TZ,UG,UA,UM,UY,US,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,ZA,ZM,ZW",10.0,https://nidts.chinadep.com/ep-hall/spec?id=4306,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,2147483648.0,
太阳能资源评估报告,上海华云实业有限公司,针对太阳能基地、分布式太阳能开展太阳能资源评估。,no-update,CN,5.0,https://nidts.chinadep.com/ep-hall/spec?id=4301,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,104857600.0,
风能资源评估及台风灾害影响评估报告,上海华云实业有限公司,针对海上风能资源开展风资源评估及台风灾害影响评估,no-update,CN,5.0,https://nidts.chinadep.com/ep-hall/spec?id=4300,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,104857600.0,
农业气象条件分析报告,上海华云实业有限公司,通过分析上海指定时间及行政区，了解过去一周农作物生长情况、查询未来一周的基本农业气象条件和农事建议。也可指定时间段进行分析和展望。,no-update,CN,12.0,https://nidts.chinadep.com/ep-hall/spec?id=4299,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,20971520.0,
上海市气候预测专报,上海华云实业有限公司,上海未来不同时效的降水气温等要素气候趋势预测产品。包括逐旬、逐月、逐季节。,no-update,CN,25.0,https://nidts.chinadep.com/ep-hall/spec?id=4298,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1073741824.0,
区域气候可行性论证报告,上海华云实业有限公司,可根据用户需求，对相关区域进行气温、降水、风、气压、相对湿度、日照等气候背景分析；台风、暴雨、大风、高温、低温等高影响天气分析；风速设计基准值、室外空气气象参数、排水设计气象参数、污染气象参数以及重现期极值等关键气象参数分析与推算；开展通风环境、热环境、辐射资源、暴雨风险评估等定制化的区域气候可行性论证，提出预防、适应或减轻开发区可能对局地气候和大气环境造成不利影响的对策。,no-update,CN,8.0,https://nidts.chinadep.com/ep-hall/spec?id=4296,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1073741824.0,
上海市气候变化监测公报,上海华云实业有限公司,上海市气候变化监测报告，以文件形式提供。,no-update,CN,15.0,https://nidts.chinadep.com/ep-hall/spec?id=4297,综合,Environmental Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,10485760.0,
有色金属现货指数查询,上海有色金属交易中心有限公司,有色金属现货价格指数序列以上海有色金属交易中心编制的有色金属现货价格指数方法论为核心，选取国内流通范围最广、成交活跃度最高的六大基础品种，每日向国内上中下游龙头企业以及贸易采集征询的现货价格编制而成，并通过专家委员会评审。价格指数全面、客观反映主流消费地有色金属现货市场整体状况和价格总体走向。,daily,CN,20.0,https://nidts.chinadep.com/ep-hall/spec?id=4285,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,1048576.0,
产业服务云-区域/街镇版,上海仕聚网络科技有限公司,依托产业创新大数据底座，结合GIS技术，实现区域产业透视，全面呈现该区域内重点关注产业链的创新企业总数，及企业的空间分布、产业关系、科创发展，区域重点企业发展动态，产业实时舆情动态，目标招商企业分布情况。帮助政府实现区域产业情况全面掌握，助力政府整合产业链上下游资源，区域安商稳商、靶向精准招商。,no-update,CN,200.0,https://nidts.chinadep.com/ep-hall/spec?id=4284,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,85899345920.0,
犀维采购智慧预警,大唐电商技术有限公司,基于需方的采购业务数据构建采购智能预警数据模型及平台，实现对企业采购全链路采购环节的分析预警，及时发现诸如疑似围标串标、失信人投标等采购违规行为，并可对采购周期等采购状态进行实时计算和监控，赋能企业物资高效化、科学化、合理化采购。,daily,CN,300.0,https://nidts.chinadep.com/ep-hall/spec?id=4200,综合,"Retail, Location & Marketing Data",Shanghai Data Exchange,RMB,negotiation,0.0,0,107374182400.0,
企见-企业财产线索尽调平台,云数未来（上海）大数据科技有限公司,企见，是针对企业财产线索信息尽调的一站式智能化平台，提供企业财产线索查询、财产尽调报告下载、财产线索智能分析、财产线索数据导出四大功能。旨在帮助政府机构、律师事务所、金融机构、企业全面了解合作伙伴相关财产价值信息，精准研判、降低合作风险。,real-time,CN,923.0,https://nidts.chinadep.com/ep-hall/spec?id=4144,金融,Financial Services Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,107374182400.0,
数字化智慧认证平台,上海看看智能科技有限公司,数字化智慧认证平台是一种基于大数据、人脸识别技术的身份认证系统，对需方提交的姓名、身份证号码进行分析、验证，确认待核验人员的真实性和合法性。为政府机构、企事业单位、社会团体等提供安全、便捷的身份认证服务。该平台具有提高认证效率、加强安全性、便于管理和监控等优点，同时保护用户隐私和数据安全。,real-time,CN,25.0,https://nidts.chinadep.com/ep-hall/spec?id=3958,综合,Public Sector Data,Shanghai Data Exchange,RMB,negotiation,0.0,0,375809638400.0,
