title,provider,price,update_frequency,category,category_aws,description,price_mode,volume,size,dimension,coverage,platform,currency,url,data_sample
信用报告数据产品,广州金控征信服务有限公司,0.0,no-update,智慧金融,Financial Services Data,"整合政府、行业、互联网等多渠道数据，并利用信息科技手段进行深度挖掘，为各个领域提供定制化信用评估解决方案，为政府监管、互联网金融、供应链金融、消费金融等多个场景提供全面而准确的信用评估服务。
首先，在政府监管领域，整合政府部门的数据源，如税务、社保、工商等，可以帮助政府实现对企业和个人信用状况的全面监测和评估。通过信息科技手段的深度挖掘，政府可以发现潜在的信用风险，采取相应的监管措施，维护市场秩序和公平竞争。
其次，在互联网金融领域，整合互联网平台的用户行为数据、交易数据等，为互联网金融机构提供更精准的用户信用评估服务。通过信息科技手段的深度挖掘，识别出用户的消费习惯、支付行为、借贷记录等，从而更好地判断其信用水平，为金融机构的风险管控和业务决策提供支持。在供应链金融领域，整合供应链上各个环节的数据，如供应商的交易记录、采购企业的信用历史等，为供应链金融机构提供供应商信用评估服务。通过信息科技手段的深度挖掘，可以分析供应商的供货稳定性、履约能力等，帮助供应链金融机构降低信用风险，促进供应链的稳健运行。
最后，在消费金融领域，整合消费者的个人信息、消费行为等数据，为消费金融机构提供个人信用评估服务。通过信息科技手段的深度挖掘，了解消费者的还款能力、消费习惯等，为消费金融机构提供风险评估，优化贷款决策，降低坏账率。
通过整合政府、行业、互联网等多渠道数据，并利用信息科技手段进行深度挖掘，为政府监管、互联网金融、供应链金融、消费金融等多个场景提供定制化信用评估解决方案。帮助各个领域更好地进行信用评估和风险管控，提高业务决策的准确性和效率，促进各个行业的可持续发展。在保障数据安全和合法性的前提下，定制化信用评估解决方案为各个行业带来实际的效益。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=722,
信易采数据产品,北京全民普惠信用管理有限公司,0.0,no-update,智慧金融,Financial Services Data,"信易采是一个基于多维度公共信用大数据的供应商（供应链）信用评价和信用查询平台。
该平台通过全面收集、整理和分析多种数据维度，对供应商企业进行全方位的信用评价，同时构建了事前、事中、事后全流程的供应商（供应链）管理模式，以帮助企业实现有效的风险管控和供应链管理。
在事前阶段，信易采通过对供应商企业的历史信用记录、财务数据、法律诉讼记录、经营状况等多维度数据进行综合分析，形成供应商的信用评级和信用报告。帮助采购企业在选择供应商时做出明智的决策，选择信用良好、信誉可靠的合作伙伴，降低采购风险。
在事中阶段，信易采持续监测供应商的经营情况和信用状况，实时更新信用评级和报告。平台会及时发出预警，帮助企业及时应对潜在的供应链风险，保障供应链的稳定性和可持续性。
在事后阶段，信易采提供供应商的信用跟踪服务，帮助企业对供应商的表现进行评估和总结，以便未来更好地选择合作伙伴和优化供应链管理策略。
同时，平台还提供供应商的信用查询功能，供采购企业随时查阅供应商的信用信息，便于做出实时决策。
通过对大数据的多维度分析，该平台帮助企业在供应商选择、跟踪和管理过程中提高效率，降低风险，促进供应链的健康发展。确保收集和处理数据的合法性和安全性，保护供应商的数据隐私权益。为企业提供可靠的供应商信用评价和供应链管理服务。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=720,
全国公共信用大数据平台数据产品,北京全民普惠信用管理有限公司,0.0,no-update,智慧金融,Financial Services Data,"“全国公共信用大数据平台”依托于社会信用体系建设信息共享机制，落实失信联合惩戒制度，共享汇集全国各级行政机关、司法机关、事业单位、仲裁机构、行业组织在履职过程中形成的行政处罚、行政强制、行政检查、司法执行、违法失信、抽查抽检、争议仲裁等公共信用大数据。
包含但不限于对企业、法定代表人、自然人的失信联合惩戒名单、涉金融严重失信名单、职业放贷人名单、税务处罚、市场监管处罚、司法拍卖、法院执行、公安追逃、股权查封、环保处罚、安全处罚、上市监管、仲裁信息等56个领域616个维度的全量标准化公共信用大数据。金融信贷业务风险管理、行业信用监管、供应商信用管理、从业人员信用管理、合规管理等领域。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=719,
信用风铃数据产品,北京全民普惠信用管理有限公司,0.0,on-demand,智慧金融,Financial Services Data,"公共信用大数据是评价企业、自然人、法定代表人还款能力、还款意愿、信用水平的重要数据。
“信用风铃”利用56个领域616个维度全量标准化公共信用大数据，对贷款人进行全方位综合信用评价。
提升金融机构大数据风险管控能力和信用风险管理水平。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=718,
梧桐洞察数据产品,中国移动通信集团广东有限公司广州分公司,0.0,no-update,公共服务,Public Sector Data,主要应用场景为基于中国移动全网海量用户和业务数据，面向各垂直行业客户的政务洞察、商业洞察、旅游洞察等公共安全管理、商业领域分析、旅游行业运营场景等，旨在为行业客户提供各领域态势监测、城市功能规划、微观结构洞察、细分行业分析等大数据服务，,negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=709,
企业万象数据产品,浪潮卓数大数据产业发展有限公司,0.0,daily,智慧金融,Financial Services Data,"公司通过自主采集+多源数据融合的方式，形成了覆盖 3.1 亿市场主体，26 个数据品类的数据产品体系。
数据类型涵盖工商信息、经营信息、知识产权、企业年报、税票数据等 19 类常见企业数据以及电商数据、商票数据、联系方式、资质企业、高精司法数据、知识产权估值等特色数据产品。
数据产品优势突出，一是品类全，即覆盖 3.1 亿市场主本、26 大数据维度，覆盖市面上全部的常见数据源；二是数据更新快，最快 T+3小时更新，企业上午在工商部门完成注册，下午就可以查询到相关信息；三是服务灵活，除了提供 API、数据库等标准化产品，也可以按照客户需求进行接口定制化开发，降低开发成本；四是应用广泛，由于形成了较多典型案例，每项数据立品在营销拓客、企业评信、风险监控等方面均有应用。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=707,
商务万象数据产品,浪潮卓数大数据产业发展有限公司,0.0,monthly,公共服务,Public Sector Data,"数据来源于电子商务各领域主流 90余个平台公开数据，包括网络零售、三农电商、在线服务、跨境电商、电商企业、电商相关数据，共 6 大类 21 类主题数据。
其中，三农电商包括农村网络零售、农产品网络零售、农资网络零售 3 个主题；
在线服务包括在线餐饮、在线旅游、在线文化娱乐演艺、在线住宿、在线居民生活（含在线家装、在线家政等）、在线教育、在线医疗等 9 个主题；
跨境电商包括跨境进口和跨境出口 2 个主题；
电商企业包括基本信息、销售数据、评价数据 3 个主题；
电商相关包括快递业务、社会消费品零售、政策舆情 3 个主题。
可以提供SaaS应用云账号（在线分析）、数据报告、数据报表、API接口服务。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=706,
数据分析报告--碳资产评估数据产品,广州数字金融创新研究院有限公司,0.0,on-demand,智慧金融,Financial Services Data,研究企业碳资产属性的基础上，盘点企业的碳资产“家底”，结合公司的数据资源禀赋和数据管理的能力和基础，构建适应数据要素化、资产化的数据资产管理体系，并开展评估模型研究、案例对比、经营模式分析，以破解“碳资产评估及管理策略”难题。,negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=705,
梅州、清远、韶关、惠州、河源市激光点云数据数据产品,广州建通测绘地理信息技术股份有限公司,0.0,on-demand,地理遥感,Public Sector Data,"梅州、清远、韶关、惠州、河源市激光点云数据采用自主飞行模式获取对应区域大面积密集的高精度三维激光点云数据。
拥有可穿透植被技术，可在密林等测量困难区域地形轻松获取数据。
同步获取高清晰影像数据，航飞受天气影响因素小以及工期短的优势。
可广泛应用于自然资源、规划、林业、应急等行业，为智慧城市、智慧林业、乡村振兴、航空应急救援和违建监测、国土空间规划、水下地形和地下管线测绘等领域，提供全方位、多层次的地理信息服务。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=704,
SASS会员卡数据产品,广州艾媒数聚信息咨询股份有限公司,0.0,real-time,咨询服务,"Retail, Location & Marketing Data","艾媒数据中心内包含消费行为调查数据库、投融资数据库、全球数据库、人群洞察数据库、行研报告库。
适用于：
1、 券商/投资机构：宏观研究、行情分析、 投资研究、企业追踪、投资监测；
2、上市公司/集团： 消费者洞察、行业竞品监测、 战略分析、可行性分析、 市场趋势研究；
3、政府/高校： 创业/就业趋势、政策法规解读、城市创新研究、市场环境硏究；
4、咨询/策划公司： 行业分析、企业监测、新模式研究、消费趋势研究消费行为。调查数据库：
1、消费行为调查数据：归整了零售消费、全面教育、医疗制药、本地生活、大文娱、日用日化、物流运输、餐饮等13个行业数据、5000多个数据主题；提供源数据XLS、PNG、PPT格式下载。
2、投融资数据库：按领域实时收录行业投融资情况，用户可筛选统计融资规模、融资笔数、融资行业分布、融资金额分布、投资机构分布等；同时提供图表下载、详细列表导出功能。
3、全球数据库：可搜索并浏览平台上的3.7亿条宏观数据，包括中国以及国外地区的GDP等宏观经济数据；可查看某一行业的价格指数、销售指数、进出口指数等数据。
4、人群洞察数据库：平台按Z时代、大学生、职场人群、老年群体等多个人群的标签，调查和分析消费者的消费心理、消费偏好、行为习惯形成原因，发现消费者的新需求和隐性需求，为客户营销策略提供决策参考依据。
5、行研报告库：客户可以在报告库中查看现有20000+产业报告成果；报告领域覆盖零售、消费、金融、教育、互联网、新一代信息技术、餐饮、地产、新能源等等。行业研究旨在解释行业本身所处的发展阶段及其在经济中的地位，分析影响行业发展的各种因素以及判断对行业的影响力度，预测并引导行业的未来发展趋势，判断行业投资价值，揭示行业投资风险， 为政府部门、投资者以及其他机构提供决策依据或投资依据。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=702,
基于商户收银场景的商户营销数据分析及风险交易识别产品数据产品,威富通科技有限公司,0.0,monthly,新零售,"Retail, Location & Marketing Data","威富通科技通过为商户提供二维码收款的软硬件工具、为商户辅助进行客户经营的智慧经营工具等一些系列收款场景的工具和能力，积累和沉淀了B端商户的收款数据以及围绕该商户的C端客户消费行为及消费数据。
基于上述服务及能力沉淀的数据，威富通开发出了基于商户收款场景下，整合了交易数据、消费行为数据等在内的，面向商户的智能营销数据分析及风险交易识别服务。
提供包括商户经营情况的智能分析、消费者行为分析、营销活动触达效果分析、风险交易智能识别和阻断能服务，并支持反向将相关指标输出给商户或商户指定的第三方服务机构。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=694,
泰迪模型交易平台数据产品,广东泰迪智能科技股份有限公司,0.0,real-time,培训教育,Financial Services Data,"泰迪模型交易平台是泰迪科技研发的线上数据挖掘模型及数据集交易对接平台，主要用于企业、高校交流学习数据分析、数据挖掘、人工智能深度学习等技术。
泰迪科技带领高校创业团队依托各行业应用场景脱敏数据集，开发的各行业场景的数据模型，并包装整理为学习资源，上架到平台后，供其他广大高校教师、学生、社会人士等用于购买学习。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=693,
时间序列模型数据产品,塔比星信息技术（深圳）有限公司,0.0,on-demand,全场景,Other,"时间序列模型是一种利用ARMA（自回归移动平均）、LSTM（长短期记忆网络）、Prophet等算法的数据分析技术，旨在提供强大的时序数据预测能力。
ARMA模型是一种经典的时间序列分析方法，可以用于描述时间序列数据的自回归和移动平均特性，从而预测未来数据点的变化趋势。LSTM模型是深度学习中的一种循环神经网络，专门用于处理时间序列数据，它可以学习序列中的长期依赖关系，适用于复杂的时间序列预测任务。Prophet是由Facebook开发的一种季节性时间序列预测算法，它可以自动检测和拟合数据中的季节性模式，并提供准确的未来数据预测。
通过运用这些算法，时间序列模型能够对历史数据进行分析和学习，从而准确预测未来的趋势和走势。这些预测结果对于企业和组织的决策制定、资源规划以及市场营销等方面都具有重要的指导意义。时间序列模型通过ARMA、LSTM、Prophet等算法的运用，为时序数据预测提供了强大的能力，为企业和组织提供了重要的数据分析和预测工具，助力其做出更明智、更有效的决策。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=688,
推荐模型数据产品,塔比星信息技术（深圳）有限公司,0.0,on-demand,全场景,"Retail, Location & Marketing Data","推荐模型是一种利用机器学习和深度学习算法的智能应用，旨在提供个性化推荐、精准营销以及存客激活等多种场景的解决能力。
该模型通过对海量用户行为和消费数据的分析，能够准确洞察用户的兴趣和偏好，从而为用户提供个性化的产品、内容和服务推荐。通过精准的推荐，用户体验得到提升，用户黏性得以增强，从而有效促进用户的忠诚度和留存。
在营销领域，推荐模型发挥着重要作用。通过对用户行为数据的挖掘和分析，可以精准识别潜在的优质客户和潜在购买意愿，从而实现精准营销，提高转化率和ROI（投资回报率）。此外，推荐模型还可用于存客激活，即通过对现有用户进行精准推荐和个性化服务，激发用户的再次购买行为和活跃度，实现用户价值的最大化。
推荐模型在个性化推荐、精准营销和存客激活等方面具备强大的应用能力，通过智能化的数据分析和算法处理，为企业提供优质的用户体验和增值服务，帮助企业实现业务增长和用户忠诚度的提升。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=687,
货运指数数据产品,塔比星信息技术（深圳）有限公司,0.0,on-demand,交通运输,Automotive Data,"货运指数是一种用于显示全国范围内大货车货运情况的数据指标，其功能多样且全面。
首先，货运指数提供异常监控功能，能够实时监控最新的异动情况。通过对货运数据进行持续监测和分析，及时发现异常情况，以便及时采取相应的措施应对潜在的风险。
其次，货运指数还具备风险管理、识别和评估功能。通过动态调整相关风险等级和阈值，可以对货运活动中的潜在风险进行准确评估，从而及时采取预防措施，降低风险损失。
第三，货运指数是衡量宏观和微观经济事件波动幅度和影响程度的重要工具。比如在疫情、洪灾等事件发生时，货运指数能够准确反映货运活动的变化，从而帮助决策者了解经济状况和应对措施的需求。
最后，货运指数还可用于预测同类事件未来的波动幅度和影响程度。通过对历史数据的分析和建模，可以得出未来货运情况的预测，为政府和企业决策提供参考。
货运指数在货运领域具有重要的应用价值，它能够提供全面的数据支持和分析，帮助政府和企业更好地了解货运状况，及时应对风险，预测未来趋势，从而推动货运行业的持续健康发展。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=686,
数字分数据产品,塔比星信息技术（深圳）有限公司,0.0,on-demand,智慧金融,Financial Services Data,"数字分系统是一种综合评价工具，用于对企业或个人在多个方面进行评估和打分。该系统主要评价营收贡献、经营资质、行为表现、数据资产和生态溢价等关键指标。
在营收贡献方面，数字分系统考量企业或个人的销售业绩、市场份额以及贡献利润等指标，反映其在市场竞争中的表现和贡献度。
经营资质评价着重考察企业的管理水平、组织结构、人才队伍和运营效率等方面，以确定企业的稳健经营能力和未来发展潜力。
行为表现部分关注企业或个人的诚信记录、社会责任、合规经营等方面，反映其在商业活动中的道德品质和社会形象。
数据资产评估关注企业或个人在信息化建设中的数据资产价值和数据管理能力，对信息资源的开发和利用程度进行评估。
生态溢价评价考量企业或个人在生态系统中的地位和影响力，以及其对整个生态系统的贡献和价值。
数字分系统通过对这些关键指标的综合评估，为企业或个人提供全面的自身状况和价值评估，帮助决策者做出科学的决策和合理的资源配置，从而实现经济效益最大化和可持续发展。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=685,
企业风险评估数据产品,塔比星信息技术（深圳）有限公司,0.0,on-demand,智慧金融,Financial Services Data,"企业风险评估系统是银行信贷产品中广泛采用的一种打分工具。该系统涵盖授信、营销、贷中管理、贷后预警等环节所建立的评分卡，旨在综合评估企业的信用风险和还款能力。
在授信阶段，银行通过评估企业的信用历史、财务状况、经营状况等关键因素，为客户建立信用档案，确定授信额度和条件，确保资金的安全性和合规性。
在营销过程中，评估系统可以帮助银行精准定位潜在客户，根据不同风险等级制定个性化的营销策略，提高市场竞争力。
在贷中管理阶段，系统监控企业的经营状况和还款情况，及时发现风险信号，实施风险防控措施，确保贷款的正常运营。
贷后预警环节中，评估系统会持续监测企业的经营状况，提前预警可能出现的风险，从而降低不良贷款的发生率，保障银行的资产质量。
综合而言，企业风险评估系统在银行信贷业务中具有重要作用，可以帮助银行科学决策、优化风险控制，实现风险和效益的平衡，确保银行的稳健运营和可持续发展",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=684,
工业设备运行数据数据产品,塔比星信息技术（深圳）有限公司,0.0,on-demand,智慧金融,Financial Services Data,"工业设备运行数据主要是基于塔比星物联网设备所采集的工业设备运行电流、定位、是否拆卸、开工指数等数据，具体应用场景如下：
制造业：基于数据对供应链交付风险、目标供应商的生存状况风险以及宏观制造业景气程度进行判断；
金融业：在宏观层面对制造业各细分领域、各省份、各城市的制造业景气程度进行分析，可用于贷前宏观风险分析与贷后资产监控；
政府部门：在宏观层面对制造业各细分领域、各省份、各城市的制造业景气程度，企业复工复产情况进行分析。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=683,
SkyMinder数据产品,广州民间金融街信用数据技术有限公司,0.0,on-demand,智慧金融,Financial Services Data,"SkyMinder是一款功能强大的全球商业数据访问工具，为用户提供了访问全球海量商业数据的能力。
借助SkyMinder，用户可以迅速完成KYC（了解你的客户）过程，快速甄别真实有效的客户。在商务谈判和签约前，利用SkyMinder进行资信调查，用户可以获取新合作伙伴的信用状况和背景信息，从而占据商务谈判的主动权，有针对性地设定交易条件，降低商务风险。
SkyMinder的高效数据访问和分析能力，为企业提供了强大的商业智能支持。通过快速获取全球商业数据并进行分析，企业可以更加全面地了解市场情况、竞争对手和合作伙伴，为决策提供有力支持。
此外，SkyMinder还能帮助企业发现商机，拓展业务，提高业务运营效率。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=681,
mailione数据产品,迈利（广州）供应链管理有限公司,0.0,on-demand,全场景,"Retail, Location & Marketing Data","该产品是一款创新的供应链可视化平台，它汇集了全球范围内供应链领域的关键物流数据和关务数据，为货主和物流服务商提供科技方案和系统集成服务。
这个平台的主要目标是实现供应链管理的数字化和可视化，帮助企业和服务商更好地管理物流流程，提高运作效率，降低成本，提升客户体验。
首先，该平台整合了全球范围内的关键物流数据和关务数据，包括货物运输信息、仓储信息、报关信息、清关信息等。通过将这些数据进行集中管理和分析，平台可以提供货主和物流服务商全面的供应链数据分析和监控功能。货主可以实时了解货物的运输情况，物流服务商可以更好地管理货物的仓储和配送，实现供应链全流程的可视化管理。
其次，该平台为货主和物流服务商提供了科技方案和系统集成服务。根据客户的需求，平台可以为企业定制化开发供应链管理系统，帮助客户实现物流流程的数字化管理。这些科技方案和系统集成服务包括物流信息跟踪系统、仓储管理系统、订单处理系统等，为客户提供高效、智能的供应链解决方案。这个供应链可视化平台的业务范围涵盖了全球范围内的供应链领域，为各类企业和物流服务商提供了全方位的数字化服务。
通过这个平台，货主可以更好地掌握物流运作情况，准确预测货物的到达时间，提前做好仓储和配送准备。物流服务商可以实现货物的精准配送，提高物流运作效率，提供更优质的服务体验。供应链可视化平台通过整合全球供应链领域的关键物流数据和关务数据，为货主和物流服务商提供科技方案和系统集成服务，实现供应链的数字化和可视化管理。这样的平台有望提高供应链运作效率，降低成本，提升客户满意度，助力企业实现供应链的优化和升级。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=679,
智能家电语音命令词数据集数据产品,广东中创智家科学研究有限公司,0.0,on-demand,智能制造,Media & Entertainment Data,"广东省智能家电创新中心的数据集目前涵盖了各种口音的普通话及广东特色的粤语的发音样本，涉及日常生活、娱乐、出行、健康、家居控制等多个实际应用场景。
为确保数据的高质量，我们对每个样本进行了多轮验证和人工标注，消除了可能的错误和不一致性。数据集中的语音命令涵盖不同发音、口音和语速，以增强模型的鲁棒性和适应性。
该数据集适用于智能家居设备的语音性能验证，也能用于语音识别、自然语言处理等研究，也可为企业和开发者提供训练优化语音助手、智能家居、语音控制等应用提供数据支撑。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=783,
联冻乾行数据数据产品,深圳泰乾数字科技有限公司,0.0,on-demand,智慧金融,Financial Services Data,"泰乾数科深入解构进口冻品产业特征，以进口冻品业务全流程数据为基础搭建“联冻乾行”，实现纯线上、秒批、无抵押、低利率的供应链金融产品。
利用联冻乾行平台的数据归集、数据校验、风险评估与管理、产品运营等功能。实现为客户快速获得银行普惠融资支持、为银行提供稳定的客户来源、监督贷款使用和还款情况，帮助实体行业获得金融活水。
（1）数据归集：基于全流程数据的数据进行归集，再跟进行业特征和风险要素提炼数据要素帮助银行看清楚风险。
（2）数据校验：基于多方数据进行交叉验证、贸易真实性更有保障。
（3）风险评估与管理：根据行业、供应链、订单履约等多方面的风险特征进行风险评估，并基于此进行风险管理。
（4）产品运营：与产业链企业协同进行供应链金融产品运营，客户融资体验好，利率低。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=677,
中移梧桐大数据（交通综合管理、智慧应急、全域旅游）数据产品,中国移动通信集团广东有限公司湛江分公司,0.0,on-demand,公共服务,Public Sector Data,"梧桐大数据三个应用场景产品详细情况如下：
1.交通综合管理：“交通综合管理”是基于自有位置信令数据，通过数据计算分析，以API接口服务形式，输出交通热力图、人流实时监控、道路通行分析等一系列交通综合管理服务能力。为行业客户提供人口洞察、交通枢纽监测、通勤分析规划以及迁徙分析等大数据服务。
2. 智慧应急：“智慧应急”是基于自有位置信令数据，通过数据计算分析，面向应急场景分析广东省内重点交通枢纽、重点区域人口的实时、常态、流动状态，对重点区域实时人群聚集进行告警，支撑政府迅速处置各类突发公共事件。
3.全域旅游：“全域旅游”基于自有位置信令数据，通过数据计算分析，对景区客流、应急等进行数据分析。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=676,
中移梧桐风控（定制模型分、反欺诈盾、客户关系修复、支付卫士）数据产品,中国移动通信集团广东有限公司湛江分公司,0.0,on-demand,智慧金融,Financial Services Data,"梧桐风控四大场景如下：
（1）定制模型分：基于中国移动自有数据沉淀通用模型，通过多方联合建模打造定制模型，主要应用于身份信息核验、风险预警、反欺诈、信用价值评估；产品形态为评分。
（2）反欺诈盾：主要分为电信反诈骗和业务反欺诈两大类型，可提供借记卡管理、信用卡管理、信贷管理、支付交易、营销等服务；产品形态为评分。
（3）客户关系修复：为保险、银行、法院提供一套失联自有用户触达服务，从而有效提升企业存量用户保有率，提升存量用户贡献度，提高工作效率；产品输出为中间号。
（4）支付位士：面向金融行业客户打造的全网统一的安全产品，通过对用户的当前交易位置、预留手机号码所在真实位置进行综合比对和判断，辅助行业客户提升风险防控能力，保护群众财产安全；产品输出为“是”“否”或“区间值”。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=675,
智慧信息数据产品,中国联合网络通信有限公司湛江市分公司,0.0,on-demand,公共服务,Public Sector Data,"结合联通全国实时信令数据和精准大数据模型算法，实现围栏数据的实时过滤，为用户提供更加个性化、精准的服务。
充分考虑用户隐私，通过数据脱敏和加密等手段，确保用户的个人信息在处理过程中得到有效保护。通过对联通全国的实时信令数据进行分析，系统能够识别用户在不同场景下的行为模式和偏好，为用户量身定制服务。
精准大数据模型算法的应用，使得系统能够更加准确地理解用户需求，为其提供有价值的信息。实现精准圈定目标用户的过程中，系统依据不同的场景和标签等规则进行分类和归纳。
通过预设条件，系统能够在用户授权的情况下，将目标用户精准地识别并区分出来。一旦目标用户被确认，系统会自动触发短信发送服务，向用户传递有关其感兴趣领域的相关信息，进一步提升用户体验。帮助企业精准投放广告，提高营销效果；在紧急情况下，可以迅速向特定区域内的用户发送预警信息，提高安全性。
基于联通全国实时信令数据和精准大数据模型算法，实现围栏数据的实时过滤以及精准短信发送服务，在保护用户隐私的前提下，为用户提供更智能、更个性化的体验，引领科技与服务的融合发展。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=674,
梧桐热图数据产品,中国移动通信集团广东有限公司湛江分公司,0.0,on-demand,公共服务,Public Sector Data,"通过API接口和平台客户端的方式，为用户提供丰富的数据支持。
用户可以根据需要选择圈定特定区域，并获取该区域的多种数据，其中包括区域内的漫入漫出数据、客户画像以及客户来源去向等关键信息。
在辖区人流监测方面，城市管理者和相关部门可以利用这一工具，实时监测辖区内的人流情况。通过获取区域漫入漫出数据，可以了解人群在不同时间段的流动情况，从而更有效地规划交通流量和公共资源分配。客户画像数据将提供有关居民特征和消费习惯等信息，有助于精准推出社区活动和服务，提高居民生活质量。
在画像监测方面，帮助市场营销人员和企业了解目标人群的特征和偏好，量身定制营销策略。通过客户画像数据的分析，更好地洞察消费者需求，准确把握市场趋势，进而提高产品销量和客户满意度。景区经营者可以利用这个工具，实时监测景区内的客流量情况。通过获取客户来源去向数据，了解游客的来源地和后续去向，为景区提供更有针对性的服务和优化游览线路。有助于提升游客的满意度和体验，吸引更多游客前来参观。产品的API接口接入和平台客户端方式提供的多样化服务，适用于各种场景。
在城市管理、社区服务还是景区经营，帮助用户充分利用数据，做出明智的决策，提高运营效率，为用户提供更好的体验。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=672,
失联修复（湛江）数据产品,中国移动通信集团广东有限公司湛江分公司,0.0,on-demand,公共服务,Public Sector Data,"产品描述：
依托于移动运营商全国海量数据，在确保数据隐私安全的前提下，通过加密身份证号发现对应手机号，利用脱敏的数据为保险、银行、法院提供一套失联自有用户触达服务，从而有效提升企业存量用户保有率，提升存量用户贡献度。可针对失联用户，在数据安全前提下，通过加密身份证号找出相应手机号码，通过电话、短信方式与客户取得联系。目标客户：
1、银行：大型国有银行、股份制商业银行、城商行等(银行卡部、信用卡部)具有在中国境内合法开展货币信贷业务资质的金融机构；
2、保险：保险控股公司、财产保险公司、人身保险公司等具有在中国境内合法开展保险业务的机构；
3、法院：省人民法院、自治区人民法院以及直辖市人民法院及市区法院等具有司法权力机构。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=670,
蜂巢人口分析（湛江）数据产品,中国移动通信集团广东有限公司湛江分公司,0.0,on-demand,公共服务,Public Sector Data,"“蜂巢人口分析”是基于位置，对省级、地市级、区县级的人口规模、人流量、人群特征、行为特征等静态、动态群体标签进行统计分析，可实现城市人口、节假日人口、主题活动人口、医疗门诊人口等不同专题的标准化人口分析。
移动手机用户定位原理：手机只要开机，都会时刻连接到某一个基站小区上，从而实现运营商通信网络基站小区精准定位。
人口统计和分析模型：人口研究根据移动海量的基站小区定位数据，搭建了22类城市人口统计和分析模型。
人口统计扩样算法：考虑移动通信市场占有率、移动一人多卡用户占有率、18岁及以下常 驻人口等因素进行扩样。
场景应用：城市建设规划、交通道路规划、旅游发展规划等。",negotiation,0,0,0,CN,Canton Data Exchange,RMB,https://www.cantonde.com/sjjy.html#/detail?id=669,
