title,description,price,category,update_frequency,url,category_aws,size,volume,price_mode,provider,coverage,currency,dimension,platform,data_sample
义乌规上企业紧缺岗位用工需求报告,“义乌规上企业紧缺岗位用工需求报告“数据产品：基于义乌市境内规上企业，可实时查询近期企业紧缺岗位等。,5.0,企业服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1674326026914308097&displayPrice=5.00%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
企业主要人员对外投资查询,"### 功能介绍/Introduction企业法定代表人或董监高对外投资占比信息(使用最优股比计算)### 功能示例 / Example![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220527/36222cce8dde42799c698c32ca502648.png)",0.5,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1530127730852175873&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海市杨浦图书馆倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月25日到2022-3月28日进行外业拍摄，2022-3-28到2022-3-29为内业数据处理，数据总量为：6.15GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",5000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1678740796962709505&displayPrice=5000.00%E5%85%83&productType=0,Public Sector Data,7516192768.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
数字信贷产品大数据分析合集,"产业金融数字获客大数据分析合集汇集许可证数据、执照数据、审批数据、专精特新数据、纳税等级数据等各类许可、认证、认定基础数据，进行自然语言处理、知识图谱技术处理，以数据汇集层、数据整合层、数据标签库、维度分析层、数据应用层、模型架构层形成获客分析、产业分析、行业分析、风险分析，通过数字化处理利用细分标签及企业专项数据，构建企业精准画像。
数据在金融信贷、产业分析、供应链管理等方面均可适用。使用群体包括但不限于银行、商业保理等领域。解决金融机构获客、企业增信、产业分析，商业保理融资，供应链融资等问题。",3.0,金融科技,daily,https://ditm.zjdex.com/data-service/product-details?id=1721371981094002689&displayPrice=3.00%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
天御分 V1-互联网现金分期场景分,产品描述：自行研发而来，使用银行、互金、理财、保险等多领域活跃度数据以及信贷历史行为数据训练而来，值在0~1之间，值越大，坏用户概率越高。产品优势：1、训练样本丰富，覆盖多个互联网金融机构2、底层信息多元，覆盖收支、借贷、理财、保险等多领域行为数据产品使用人群：金融机构、数据机构,0.3,金融科技,real-time,https://ditm.zjdex.com/data-service/product-details?id=1458768258270900225&displayPrice=0.30%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,109951162777600.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
电商企业信息,"接口地址： http://dataapi.ydt365.cn:16093/fsp-gateway/getData请求方式： POST返回格式： JSON请求示例： { ""callDesc"": ""Test example"", ""serviceId"":
""DSF.JINAN.TYDSJXYGLYXGS.TYZX.QYJBXX.1002"", ""data"": { ""companyName"":
""上海震曦汽配有限公司"", ""creditCode"":"""" } }请求参数编号| 参数| 类型| 参数描述| 是否必填---|---|---|---|---1| companyName| String| 企业名称| 否2| creditCode| String| 企业统一信用代码| 否入参示例{""callDesc"": ""Test example"",""serviceId"": ""DSF.JINAN.TYDSJXYGLYXGS.TYZX.QYJBXX.1002"",""data"": {""companyName"": ""上海震曦汽配有限公司"",""creditCode"": """"}}",0.28,电商消费,monthly,https://ditm.zjdex.com/data-service/product-details?id=1679801906134458369&displayPrice=0.28%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
全网运营商三要素验证详版,查询返回验证结果：-1: 未查得 1: 全匹配 2: 部分匹配（姓名或身份证不匹配） 3: 无匹配（姓名与身份证均不匹配）三要素相关接口要求客户必须满足：银保监会监管下的内资银行和保险机构（以银保监会公布名单为准）及其全资子公司、监管机构（央行、银保监会、证监会、财政部）、持牌的内资消费金融公司、内资特许支付清算组织、前述内资银行保险机构下属的金融数据科技公司、人民银行核发支付业务许可证的公司、人民银行核发个人征信牌照的征信机构,0.52,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1522479386705207298&displayPrice=0.52%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
企业股东信息查询,接口地址： http://dataapi.ydt365.cn:16093/fsp-gateway/getData请求方式： POST返回格式： JSON,0.45,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1679807008383639554&displayPrice=0.45%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
银行综合场景分,产品描述：融合数据宝与社会侧数据。比如数据宝侧毕业证，学位证，职称证书，公积金缴存信息，个人社保参保证明，不动产权证，个人诚信分中的商业用信分等综合赋能银行信用评级;使用社会侧融合银行信用卡与贷款正（还款表现良好）负（还款表现差或逾期情节严重）样本。使用机器学习算法（逻辑回归，树模型，神经网络）建立针对银行综合的评级模型。返回值在0~1之间，值越大，用户违约概率越高。应用场景:主要应用于银行风控信用审核阶段。针对返回值较高的用户直接拒绝，针对返回值中低的用户进行分层差异化定额定价。,0.3,金融科技,irregular,https://ditm.zjdex.com/data-service/product-details?id=1540219701515984898&displayPrice=0.30%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,109951162777600.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
新型农业经营主体大数据集,新型农业经营主体大数据集利用公共信用数据中的专业大户、家庭农场、专业合作社、农业龙头企业以及其他经营性农业组织的信用大数据。数字赋能乡村振兴，推进共同富裕。满足农业信贷、农业担保、农业保险、农业供应链、乡村治理等业务场景需求。,3.0,企业服务,daily,https://ditm.zjdex.com/data-service/product-details?id=1720340365282320385&displayPrice=3.00%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
企业立案信息,"### 功能介绍/Introduction企业立案信息，包括立案ID、开庭日期、案件状态、承办人、当事人等### 功能示例 / Example![图片](https://ditmupload.zjdex.com/tssl-df-
product/20220527/f471e3ac5df14f8d92261520f0c0268a.png)",0.15,金融科技,no-update,https://ditm.zjdex.com/data-service/product-details?id=1530117034244513794&displayPrice=0.15%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
义乌规上企业用工画像报告,“义乌规上企业用工画像报告”数据产品：基于义乌企业数据，通过企业用工年龄区间、性别、户籍、职称、技能等级、各岗位在岗人数等维度建立企业用工画像报告。,5.0,企业服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1674259406397317121&displayPrice=5.00%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海张爱玲故居倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：5.79GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",3000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682937842984755201&displayPrice=3000.00%E5%85%83&productType=0,Public Sector Data,6442450944.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
能源指数2013年度指数数据,能源指数2013年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691378188559261697&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
义乌市职业技能等级证书查询,“义乌市职业技能等级证书查询”数据产品：基于义乌市职业技能等级数据，可查询人员职业技能工种、证书等。,0.5,公共服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1674328392556290050&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,Public Sector Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
稀土指数2013年度指数数据,稀土指数2013年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691716502818594817&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
企业法院公告信息查询,"###
通过输入搜索关键字（统一社会信用代码/企业名称/注册号/企业id）获取企业法院公告，法院公告信息包括公告内容、公告类型、法院名称、当事人、当事人身份、公告刊登日期等字段。接口地址： http://dataapi.ydt365.cn:16093/fsp-gateway/getData请求方式： POST返回格式： JSON请求示例： { ""callDesc"": ""Test example"", ""serviceId"":
""DSF.JINAN.TYDSJXYGLYXGS.ZXMX.FYGG.1055"", ""data"": { ""queryWord"": ""厦门安妮股份有限公司"",
""pageNum"":"""", ""pageSize"":"""" } }",0.08,金融科技,daily,https://ditm.zjdex.com/data-service/product-details?id=1679805055700246530&displayPrice=0.08%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
甲醇产业指数2012年度指数数据,甲醇产业指数2012年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1692001858025627650&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
农副指数2022年度指数数据,农副指数2022年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691614922853261314&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
氯碱指数2022年度指数数据,氯碱指数2022年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1692013111582334977&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海人民邮电倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：13.04GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",10000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682922425377562625&displayPrice=10000.00%E5%85%83&productType=0,Public Sector Data,13958643712.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
甲醇产业指数2022年度行情数据,甲醇产业指数2022年度行情数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1692007524870070273&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
液化天然气2022年度指数数据,液化天然气2022年度指数数据,1000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1703951727917211650&displayPrice=1000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海市中华艺术宫倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月23日到2022-3月26日进行外业拍摄，2022-3-28到2022-3-30为内业数据处理，数据总量为：8.73GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",5000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1681271506562916353&displayPrice=5000.00%E5%85%83&productType=0,Public Sector Data,9663676416.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息江西婺源江岭倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机对婺源江岭按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm
，飞行高度高于建模目标不超过120m ，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2021-7月23日到2021-7月31日进行外业拍摄，2021-8-1到2021-8-9为内业数据处理，数据总量为：64.47GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",200000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1678372396264529922&displayPrice=200000.00%E5%85%83&productType=0,Public Sector Data,69793218560.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
钢铁指数2022年度指数数据,钢铁指数2022年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691349860859191298&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
绍兴市便民一体机部署合理性分析数据,"应用场景：一体机办件量信息记录了一体机设备的经纬度信息、一体机相隔最短距离、部署密集程度、部署合理性判定。这些信息可用作分析绍兴市一体机点位部署及相隔距路，最终可根据数据调整一体机部署点位及数量。算法规则简要说明：根据一体机点位信息中的经纬度信息，配合getdistance函数进行点位间距计算，并对所有一体机信息都进行全量重复比对，得出彼此间的相隔距离，并选择其中的相隔最短距离。getdistance函数如下：function getDistance($lat1, $lng1, $lat2, $lng2){$earthRadius = 6367000;$lat1 = ($lat1pi() ) / 180;$lng1 = ($lng1pi() ) / 180;$lat2 = ($lat2pi() ) / 180;$lng2 = ($lng2pi() ) / 180;$calcLongitude = $lng2 - $lng1;$calcLatitude = $lat2 - $lat1;$stepOne = pow(sin($calcLatitude / 2), 2) + cos($lat1)cos($lat2)pow(sin($calcLongitude / 2), 2);$stepTwo = 2asin(min(1, sqrt($stepOne)));}",0.0,公共服务,irregular,https://ditm.zjdex.com/data-service/product-details?id=1725695064822980610&displayPrice=%E9%9D%A2%E8%AE%AE&productType=0,Public Sector Data,0.0,0,negotiation,,CN,RMB,0,Zhejiang Big Data Exchange,
相关商品价格数据,"###1\. 功能：这个API主要用于获取商品的价格，包括商品的销售价格，折扣价格等。有时，它也可以提供其他相关信息，如商品的描述，图片，用户评分和评论等。2\. 数据源：常见的电子商务网站，如亚马逊等可以是价格数据API的数据源。API通常通过抓取这些网站的数据或者和这些网站进行合作来获取数据。3\.
使用方法：API通常提供一种基于HTTP的接口，用户可以通过发送HTTP请求（GET或POST方法）来调用API，并在请求中指定所需的商品ID或关键词。API会返回一个包含请求的数据的响应。这个响应通常是以某种容易处理的格式（如JSON或XML）进行编码的。4\. 使用场景：电子商务商品价格数据API广泛应用于例如价格比较网站、电子商务平台、营销研究等目的。5\. 价格：API的价格会根据其功能，可靠性，更新频率和使用限制等因素而不同。有些API可能是免费的，但大多数商业级的API都需要支付一定的费用。6\.
注意事项：使用API时，需要遵守API提供方的使用条款和政策。譬如，有些API可能会限制你在一定时期内可以发送多少请求。此外，在处理和显示API返回的数据时，也需要遵循相应的法律和规定，例如，不能侵犯版权，不能公开显示某些私密或敏感的信息等。总的来说，电子商务商品价格数据API提供了一种简单、快速获取电商商品价格和相关信息的方式。然而，为了合法、安全地使用这些API，用户需要熟悉API的使用条款，理解其功能和限制，并确保自己的使用行为符合法律和规定。",1.0,电商消费,daily,https://ditm.zjdex.com/data-service/product-details?id=1750141989844361218&displayPrice=1.00%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",1073741824.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海武宁大桥倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：15.1GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",3000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682929451797258241&displayPrice=3000.00%E5%85%83&productType=0,Public Sector Data,16106127360.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海徐家汇天主堂倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：3.82GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",3000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682926794042974209&displayPrice=3000.00%E5%85%83&productType=0,Public Sector Data,4294967296.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
产投集团金梧桐在管资产清单,"### 功能介绍/Introduction根据单位信息查询资产具体信息，包括所属公司，地址，面积等。注意项目无### 使用建议/Suggest无### 功能示例 / Example{""code"": 0,""data"": {""dataList"": [{""address"": ""义乌市稠江街道伏龙山南路2297号、荷花南街2286号"",""assetContent"": ""综合楼1幢、宿舍楼2幢、钢结构厂房5幢、钢混结构厂房2幢"",""attributionCompany"": ""义乌市金梧桐投资管理有限公司"",""buildingArea"": 57164.28,""id"": 15,""landArea"": ""105.8亩70542.17"",""name"": ""崇山二区A-03、A-04地块""},{""address"": ""义乌市苏溪\n镇苏华街112号"",""assetContent"": ""公寓170套"",""attributionCompany"": ""义乌市金梧桐投资管理有限公司"",""buildingArea"": 8708.4,""id"": 16,""landArea"": ""/"",""name"": ""苏溪智汇大厦170套公寓""}],""pageNum"": 1,""pageSize"": ""10"",""total"": 2},""message"": ""OK""}",0.5,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1706472793914941441&displayPrice=0.50%E5%85%83%2F%E6%AC%A1&productType=2,Manufacturing Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
绍兴市便民一体机资源分布合理性分析数据,"一、应用场景绍兴市便民一体机资源分布合理性分析数据记录了绍兴市各区域的一体机资源分布量、相隔最短距离、部署密集程度、部署合理性判定。二、算法规则算法规则简要说明本次以区域为判断单位，明确对应区域内的便民一体机资源分布合理性，配合调整区域内的分布总量。根据一体机点位信息中的经纬度信息，配合getdistance函数进行点位间距计算，并对所有一体机信息都进行全量重复比对，得出彼此间的相隔距离，并选择其中的相隔最短距离。getdistance函数如下：function getDistance($lat1, $lng1, $lat2, $lng2){$earthRadius = 6367000;$lat1 = ($lat1pi() ) / 180;$lng1 = ($lng1pi() ) / 180;$lat2 = ($lat2pi() ) / 180;$lng2 = ($lng2pi() ) / 180;$calcLongitude = $lng2 - $lng1;$calcLatitude = $lat2 - $lat1;$stepOne = pow(sin($calcLatitude / 2), 2) + cos($lat1)cos($lat2)pow(sin($calcLongitude / 2), 2)",0.0,公共服务,no-update,https://ditm.zjdex.com/data-service/product-details?id=1727206067238805506&displayPrice=%E9%9D%A2%E8%AE%AE&productType=0,Public Sector Data,0.0,0,negotiation,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海市摩西会堂遗址倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月24日到2022-3月27日进行外业拍摄，2022-3-28到2022-3-29为内业数据处理，数据总量为：7.86GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",2000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1681265239245135874&displayPrice=2000.00%E5%85%83&productType=0,Public Sector Data,8589934592.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
PTA2020年度行情数据,PTA2020年度行情数据,1000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1689543395068551169&displayPrice=1000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
稀土指数2019年度指数数据,稀土指数2019年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691720929289904129&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海市永嘉路倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月23日到2022-3月27日进行外业拍摄，2022-3-28到2022-3-30为内业数据处理，数据总量为：43.26GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",10000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1681269327743623170&displayPrice=10000.00%E5%85%83&productType=0,Public Sector Data,46170898432.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
农副指数2020年度指数数据,农副指数2020年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691614426788732930&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海柯灵故居倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：6.28GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",4000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682920347406114817&displayPrice=4000.00%E5%85%83&productType=0,Public Sector Data,6442450944.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
甲醇产业指数2021年度指数数据,甲醇产业指数2021年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1692007284909744130&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息上海周公馆孙中山故居倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：14.39GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",3000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682941575021928449&displayPrice=3000.00%E5%85%83&productType=0,Public Sector Data,15032385536.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
橡塑指数2016年度指数数据,橡塑指数2016年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691616685786341377&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
化工指数2011年度指数数据,化工指数2011年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691350341694201857&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
丙烯2022年度产业链行情数据,丙烯2022年度产业链行情数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1689820738253168642&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
PTA2018年度行情数据,PTA2018年度行情数据,1000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1689542795392131074&displayPrice=1000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
安全生产风险大数据集,"安全生产风险大数据集提供包括但不限于矿山、化工、医药、危险化学品、烟花爆竹、石油开采、冶金、有色、建材、机械、轻工、纺织、烟草、商贸、消防等在建设、生产、经营活动中产生的安全生产严重失信名单、吊销安全许可证
、淘汰落后产能、安全生产督办、安全违法违规等数据。满足安全责任保险、安全生产贷款等领域的应用需求。",3.0,企业服务,daily,https://ditm.zjdex.com/data-service/product-details?id=1720341010680848386&displayPrice=3.00%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
工业企业评价模型,由贵州电网公司和数库（上海）科技有限公司联合打造，将电力大数据与工商等公开数据结合，构建适用于能源、制造等工业企业的评价模型，实现对工业企业的多维度综合评价，缓解企业融资难等问题。,1000.0,金融科技,monthly,https://ditm.zjdex.com/data-service/product-details?id=1745268589833428994&displayPrice=1000.00%E5%85%83%2F%E6%AC%A1&productType=2,Financial Services Data,0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
ESG大数据产品,"ESG是从环境、社会和公司治理三个维度评估企业经营的可持续性与对社会价值观念的影响。“ESG大数据产品”通过包括但不限于，企业在建设、生产、经营活动中可能给环境和社会带来的危害及相关风险，包括与耗能、污染、土地、健康、安全、移民安置、生态保护、气候变化、违法违规等有关的环境与社会问题，以及治理结构、治理机制、治理效能风险等。
通过公共信用中的环境处罚、排污许可证、重点排污、危险废弃物信息、淘汰落后产能、安全处罚、职业健康、公司治理处罚等数据，为各类公司、绿色金融、ESG评级机构、咨询机构提供ESG大数据产品服务。",3.0,企业服务,daily,https://ditm.zjdex.com/data-service/product-details?id=1720339214444994562&displayPrice=3.00%E5%85%83%2F%E6%AC%A1&productType=2,"Retail, Location & Marketing Data",0.0,0,usage-based,,CN,RMB,0,Zhejiang Big Data Exchange,
全景全息中共二大会址纪念馆倾斜三维模型,"创作过程：通过倾斜摄影技术，使用无人机按规定的路线点位进行照片拍摄，具体技术参数如下：地面分辨率15cm ，飞行高度高于建模目标不超过120m
，无人机为大疆御II，内业处理软件为photoshop、ContextCapture。
从2022-3月9日到2022-3月24日进行外业拍摄，2022-3-27到2022-3-30为内业数据处理，数据总量为：5.49GB。
独创性声明：该成果数据为公司独立飞行制作完成，且不存在抄袭、复制他人作品的情形。",3000.0,城市治理,irregular,https://ditm.zjdex.com/data-service/product-details?id=1682940257314217985&displayPrice=3000.00%E5%85%83&productType=0,Public Sector Data,5368709120.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
有色指数2022年度指数数据,有色指数2022年度指数数据,5000.0,工业制造,no-update,https://ditm.zjdex.com/data-service/product-details?id=1691628834885672961&displayPrice=5000.00%E5%85%83&productType=0,Manufacturing Data,0.0,0,one-off,,CN,RMB,0,Zhejiang Big Data Exchange,
